Rxn_name	Comp_correction	Species	Ratelaw						
vRP7_10	Cytoplasm	 HE3Ev3int ; pHE3Ev3int	1.000000E+00						
vRP7_11	Cytoplasm	 E1HE3int ; pE1HE3int	1.000000E+00						
vRP7_12	Cytoplasm	 HE3E4int ; pHE3E4int	1.000000E+00						
vRP7_13	Cytoplasm	 HE3HE4int ; pHE3HE4int	1.000000E+00						
vRP7_14	Cytoplasm	 E2HE4int ; pE2HE4int	1.000000E+00						
vRP7_15	Cytoplasm	 HE4Ev3int ; pHE4Ev3int	1.000000E+00						
vRP7_16	Cytoplasm	 E1HE4int ; pE1HE4int	1.000000E+00						
vRP7_17	Cytoplasm	 E3HE4int ; pE3HE4int	1.000000E+00						
vRP7_18	Cytoplasm	 HE4E4int ; pHE4E4int	1.000000E+00						
vRP7_19	Cytoplasm	 HE4HE4int ; pHE4HE4int	1.000000E+00						
vRP7_20	Cytoplasm	 HGF_Met_Metint ; pHGF_Met_Metint	1.000000E+00						
vRP7_21	Cytoplasm	 HGF_Met_HGF_Metint ; pHGF_Met_HGF_Metint	1.000000E+00						
vRP7_22	Cytoplasm	 PPrPPrint ; pPPrPPrint	1.000000E+00						
vRP7_23	Cytoplasm	 PPrPrint ; pPPrPrint	1.000000E+00						
vRP7_24	Cytoplasm	 FFrFFrint ; pFFrFFrint	1.000000E+00						
vRP7_25	Cytoplasm	 FFrFrint ; pFFrFrint	1.000000E+00						
vRP7_26	Cytoplasm	 IIrIr_int ; pIIrIr_int	1.000000E+00						
vRP7_27	Cytoplasm	 INS_Isr_Isr_int ; pINS_Isr_Isr_int	1.000000E+00						
vRP7_28	Cytoplasm	 IIrIrI_int ; pIIrIrI_int	1.000000E+00						
vRP7_29	Cytoplasm	 INS_Isr_Isr_INS_int ; pINS_Isr_Isr_INS_int	1.000000E+00						
vRP8_1	Cytoplasm	 EE1E2int ; EE1E2	8.520500E-04						
vRP8_2	Cytoplasm	 EE1Ev3int ; EE1Ev3	8.520500E-04						
vRP8_3	Cytoplasm	 EE1E1int ; EE1E1	8.371100E-04						
vRP8_4	Cytoplasm	 EE1EE1int ; EE1EE1	8.371100E-04						
vRP8_5	Cytoplasm	 EE1E3int ; EE1E3	8.520500E-04						
vRP8_6	Cytoplasm	 EE1HE3int ; EE1HE3	8.520500E-04						
vRP8_7	Cytoplasm	 EE1E4int ; EE1E4	8.520500E-04						
vRP8_8	Cytoplasm	 EE1HE4int ; EE1HE4	8.520500E-04						
vRP8_9	Cytoplasm	 E2HE3int ; E2HE3	1.400000E-03						
vRP8_10	Cytoplasm	 HE3Ev3int ; HE3Ev3	1.400000E-03						
vRP8_11	Cytoplasm	 E1HE3int ; E1HE3	8.520500E-04						
vRP8_12	Cytoplasm	 HE3E4int ; HE3E4	1.400000E-03						
vRP8_13	Cytoplasm	 HE3HE4int ; HE3HE4	1.400000E-03						
vRP8_14	Cytoplasm	 E2HE4int ; E2HE4	1.400000E-03						
vRP8_15	Cytoplasm	 HE4Ev3int ; HE4Ev3	1.400000E-03						
vRP8_16	Cytoplasm	 E1HE4int ; E1HE4	8.520500E-04						
vRP8_17	Cytoplasm	 E3HE4int ; E3HE4	1.400000E-03						
vRP8_18	Cytoplasm	 HE4E4int ; HE4E4	1.400000E-03						
vRP8_19	Cytoplasm	 HE4HE4int ; HE4HE4	1.400000E-03						
vRP8_20	Cytoplasm	 HGF_Met_Metint ; HGF_Met_Met	1.400000E-03						
vRP8_21	Cytoplasm	 HGF_Met_HGF_Metint ; HGF_Met_HGF_Met	1.400000E-03						
vRP8_22	Cytoplasm	 PPrPPrint ; PPrPPr	1.400000E-03						
vRP8_23	Cytoplasm	 PPrPrint ; PPrPr	1.400000E-03						
vRP8_24	Cytoplasm	 FFrFFrint ; FFrFFr	1.400000E-03						
vRP8_25	Cytoplasm	 FFrFrint ; FFrFr	1.400000E-03						
vRP8_26	Cytoplasm	 IIrIr_int ; IIrIr	7.700000E-07						
vRP8_27	Cytoplasm	 INS_Isr_Isr_int ; INS_Isr_Isr	3.195500E-05						
vRP8_28	Cytoplasm	 IIrIrI_int ; IIrIrI	7.700000E-07						
vRP8_29	Cytoplasm	 INS_Isr_Isr_INS_int ; INS_Isr_Isr_INS	3.195500E-05						
vRP9_1	Cytoplasm	 pEE1E2int + G2_SOS ; pEE1E2int_G2_SOS	9.000000E-03						
vRP9_2	Cytoplasm	 pEE1Ev3int + G2_SOS ; pEE1Ev3int_G2_SOS	1.000000E-02						
vRP9_3	Cytoplasm	 pEE1E1int + G2_SOS ; pEE1E1int_G2_SOS	1.000000E-02						
vRP9_4	Cytoplasm	 pEE1EE1int + G2_SOS ; pEE1EE1int_G2_SOS	1.000000E-02						
vRP9_5	Cytoplasm	 pEE1E3int + G2_SOS ; pEE1E3int_G2_SOS	8.000000E-03						
vRP9_6	Cytoplasm	 pEE1HE3int + G2_SOS ; pEE1HE3int_G2_SOS	8.000000E-03						
vRP9_7	Cytoplasm	 pEE1E4int + G2_SOS ; pEE1E4int_G2_SOS	1.100000E-02						
vRP9_8	Cytoplasm	 pEE1HE4int + G2_SOS ; pEE1HE4int_G2_SOS	1.100000E-02						
vRP9_9	Cytoplasm	 pE2HE3int + G2_SOS ; pE2HE3int_G2_SOS	7.000000E-03						
vRP9_10	Cytoplasm	 pHE3Ev3int + G2_SOS ; pHE3Ev3int_G2_SOS	8.000000E-03						
vRP9_11	Cytoplasm	 pE1HE3int + G2_SOS ; pE1HE3int_G2_SOS	8.000000E-03						
vRP9_12	Cytoplasm	 pHE3E4int + G2_SOS ; pHE3E4int_G2_SOS	9.000000E-03						
vRP9_13	Cytoplasm	 pHE3HE4int + G2_SOS ; pHE3HE4int_G2_SOS	9.000000E-03						
vRP9_14	Cytoplasm	 pE2HE4int + G2_SOS ; pE2HE4int_G2_SOS	1.000000E-02						
vRP9_15	Cytoplasm	 pHE4Ev3int + G2_SOS ; pHE4Ev3int_G2_SOS	1.100000E-02						
vRP9_16	Cytoplasm	 pE1HE4int + G2_SOS ; pE1HE4int_G2_SOS	1.100000E-02						
vRP9_17	Cytoplasm	 pE3HE4int + G2_SOS ; pE3HE4int_G2_SOS	9.000000E-03						
vRP9_18	Cytoplasm	 pHE4E4int + G2_SOS ; pHE4E4int_G2_SOS	1.200000E-02						
vRP9_19	Cytoplasm	 pHE4HE4int + G2_SOS ; pHE4HE4int_G2_SOS	1.200000E-02						
vRP9_20	Cytoplasm	 pHGF_Met_Metint + G2_SOS ; pHGF_Met_Metint_G2_SOS	2.000000E-03						
vRP9_21	Cytoplasm	 pHGF_Met_HGF_Metint + G2_SOS ; pHGF_Met_HGF_Metint_G2_SOS	2.000000E-03						
vRP9_22	Cytoplasm	 pPPrPPrint + G2_SOS ; pPPrPPrint_G2_SOS	1.000000E-03						
vRP9_23	Cytoplasm	 pPPrPrint + G2_SOS ; pPPrPrint_G2_SOS	1.000000E-03						
vRP9_24	Cytoplasm	 pFFrFFrint + G2_SOS ; pFFrFFrint_G2_SOS	8.000000E-03						
vRP9_25	Cytoplasm	 pFFrFrint + G2_SOS ; pFFrFrint_G2_SOS	8.000000E-03						
vRP9_26	Cytoplasm	 pIIrIr_int_IRS + G2_SOS ; pIIrIr_int_IRS_G2_SOS	5.000000E-03						
vRP9_27	Cytoplasm	 pINS_Isr_Isr_int_IRS + G2_SOS ; pINS_Isr_Isr_int_IRS_G2_SOS	7.000000E-03						
vRP9_28	Cytoplasm	 pIIrIrI_int_IRS + G2_SOS ; pIIrIrI_int_IRS_G2_SOS	5.000000E-03						
vRP9_29	Cytoplasm	 pINS_Isr_Isr_INS_int_IRS + G2_SOS ; pINS_Isr_Isr_INS_int_IRS_G2_SOS	7.000000E-03						
vRP10_1	Cytoplasm	 pEE1E2int_G2_SOS ; pEE1E2int + G2_SOS	2.600000E+00						
vRP10_2	Cytoplasm	 pEE1Ev3int_G2_SOS ; pEE1Ev3int + G2_SOS	2.600000E+00						
vRP10_3	Cytoplasm	 pEE1E1int_G2_SOS ; pEE1E1int + G2_SOS	2.600000E+00						
vRP10_4	Cytoplasm	 pEE1EE1int_G2_SOS ; pEE1EE1int + G2_SOS	2.600000E+00						
vRP10_5	Cytoplasm	 pEE1E3int_G2_SOS ; pEE1E3int + G2_SOS	2.600000E+00						
vRP10_6	Cytoplasm	 pEE1HE3int_G2_SOS ; pEE1HE3int + G2_SOS	2.600000E+00						
vRP10_7	Cytoplasm	 pEE1E4int_G2_SOS ; pEE1E4int + G2_SOS	2.600000E+00						
vRP10_8	Cytoplasm	 pEE1HE4int_G2_SOS ; pEE1HE4int + G2_SOS	2.600000E+00						
vRP10_9	Cytoplasm	 pE2HE3int_G2_SOS ; pE2HE3int + G2_SOS	2.600000E+00						
vRP10_10	Cytoplasm	 pHE3Ev3int_G2_SOS ; pHE3Ev3int + G2_SOS	2.600000E+00						
vRP10_11	Cytoplasm	 pE1HE3int_G2_SOS ; pE1HE3int + G2_SOS	2.600000E+00						
vRP10_12	Cytoplasm	 pHE3E4int_G2_SOS ; pHE3E4int + G2_SOS	2.600000E+00						
vRP10_13	Cytoplasm	 pHE3HE4int_G2_SOS ; pHE3HE4int + G2_SOS	2.600000E+00						
vRP10_14	Cytoplasm	 pE2HE4int_G2_SOS ; pE2HE4int + G2_SOS	2.600000E+00						
vRP10_15	Cytoplasm	 pHE4Ev3int_G2_SOS ; pHE4Ev3int + G2_SOS	2.600000E+00						
vRP10_16	Cytoplasm	 pE1HE4int_G2_SOS ; pE1HE4int + G2_SOS	2.600000E+00						
vRP10_17	Cytoplasm	 pE3HE4int_G2_SOS ; pE3HE4int + G2_SOS	2.600000E+00						
vRP10_18	Cytoplasm	 pHE4E4int_G2_SOS ; pHE4E4int + G2_SOS	2.600000E+00						
vRP10_19	Cytoplasm	 pHE4HE4int_G2_SOS ; pHE4HE4int + G2_SOS	2.600000E+00						
vRP10_20	Cytoplasm	 pHGF_Met_Metint_G2_SOS ; pHGF_Met_Metint + G2_SOS	2.600000E+00						
vRP10_21	Cytoplasm	 pHGF_Met_HGF_Metint_G2_SOS ; pHGF_Met_HGF_Metint + G2_SOS	2.600000E+00						
vRP10_22	Cytoplasm	 pPPrPPrint_G2_SOS ; pPPrPPrint + G2_SOS	2.600000E+00						
vRP10_23	Cytoplasm	 pPPrPrint_G2_SOS ; pPPrPrint + G2_SOS	2.600000E+00						
vRP10_24	Cytoplasm	 pFFrFFrint_G2_SOS ; pFFrFFrint + G2_SOS	2.600000E+00						
vRP10_25	Cytoplasm	 pFFrFrint_G2_SOS ; pFFrFrint + G2_SOS	2.600000E+00						
vRP10_26	Cytoplasm	 pIIrIr_int_IRS_G2_SOS ; pIIrIr_int_IRS + G2_SOS	2.600000E+00						
vRP10_27	Cytoplasm	 pINS_Isr_Isr_int_IRS_G2_SOS ; pINS_Isr_Isr_int_IRS + G2_SOS	2.600000E+00						
vRP10_28	Cytoplasm	 pIIrIrI_int_IRS_G2_SOS ; pIIrIrI_int_IRS + G2_SOS	2.600000E+00						
vRP10_29	Cytoplasm	 pINS_Isr_Isr_INS_int_IRS_G2_SOS ; pINS_Isr_Isr_INS_int_IRS + G2_SOS	2.600000E+00						
vRP11_1	Cytoplasm	 pEE1E2 + G2_SOS ; pEE1E2_G2_SOS	9.000000E-03						
vRP11_2	Cytoplasm	 pEE1Ev3 + G2_SOS ; pEE1Ev3_G2_SOS	1.000000E-02						
vRP11_3	Cytoplasm	 pEE1E1 + G2_SOS ; pEE1E1_G2_SOS	1.000000E-02						
vRP11_4	Cytoplasm	 pEE1EE1 + G2_SOS ; pEE1EE1_G2_SOS	1.000000E-02						
vRP11_5	Cytoplasm	 pEE1E3 + G2_SOS ; pEE1E3_G2_SOS	8.000000E-03						
vRP11_6	Cytoplasm	 pEE1HE3 + G2_SOS ; pEE1HE3_G2_SOS	8.000000E-03						
vRP11_7	Cytoplasm	 pEE1E4 + G2_SOS ; pEE1E4_G2_SOS	1.100000E-02						
vRP11_8	Cytoplasm	 pEE1HE4 + G2_SOS ; pEE1HE4_G2_SOS	1.100000E-02						
vRP11_9	Cytoplasm	 pE2HE3 + G2_SOS ; pE2HE3_G2_SOS	7.000000E-03						
vRP11_10	Cytoplasm	 pHE3Ev3 + G2_SOS ; pHE3Ev3_G2_SOS	8.000000E-03						
vRP11_11	Cytoplasm	 pE1HE3 + G2_SOS ; pE1HE3_G2_SOS	8.000000E-03						
vRP11_12	Cytoplasm	 pHE3E4 + G2_SOS ; pHE3E4_G2_SOS	9.000000E-03						
vRP11_13	Cytoplasm	 pHE3HE4 + G2_SOS ; pHE3HE4_G2_SOS	9.000000E-03						
vRP11_14	Cytoplasm	 pE2HE4 + G2_SOS ; pE2HE4_G2_SOS	1.000000E-02						
vRP11_15	Cytoplasm	 pHE4Ev3 + G2_SOS ; pHE4Ev3_G2_SOS	1.100000E-02						
vRP11_16	Cytoplasm	 pE1HE4 + G2_SOS ; pE1HE4_G2_SOS	1.100000E-02						
vRP11_17	Cytoplasm	 pE3HE4 + G2_SOS ; pE3HE4_G2_SOS	9.000000E-03						
vRP11_18	Cytoplasm	 pHE4E4 + G2_SOS ; pHE4E4_G2_SOS	1.200000E-02						
vRP11_19	Cytoplasm	 pHE4HE4 + G2_SOS ; pHE4HE4_G2_SOS	1.200000E-02						
vRP11_20	Cytoplasm	 pHGF_Met_Met + G2_SOS ; pHGF_Met_Met_G2_SOS	2.000000E-03						
vRP11_21	Cytoplasm	 pHGF_Met_HGF_Met + G2_SOS ; pHGF_Met_HGF_Met_G2_SOS	2.000000E-03						
vRP11_22	Cytoplasm	 pPPrPPr + G2_SOS ; pPPrPPr_G2_SOS	1.000000E-03						
vRP11_23	Cytoplasm	 pPPrPr + G2_SOS ; pPPrPr_G2_SOS	1.000000E-03						
vRP11_24	Cytoplasm	 pFFrFFr + G2_SOS ; pFFrFFr_G2_SOS	8.000000E-03						
vRP11_25	Cytoplasm	 pFFrFr + G2_SOS ; pFFrFr_G2_SOS	8.000000E-03						
vRP11_26	Cytoplasm	 pIIrIr_IRS + G2_SOS ; pIIrIr_IRS_G2_SOS	5.000000E-03						
vRP11_27	Cytoplasm	 pINS_Isr_Isr_IRS + G2_SOS ; pINS_Isr_Isr_IRS_G2_SOS	7.000000E-03						
vRP11_28	Cytoplasm	 pIIrIrI_IRS + G2_SOS ; pIIrIrI_IRS_G2_SOS	5.000000E-03						
vRP11_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS + G2_SOS ; pINS_Isr_Isr_INS_IRS_G2_SOS	7.000000E-03						
vRP12_1	Cytoplasm	 pEE1E2_G2_SOS ; pEE1E2 + G2_SOS	2.600000E+00						
vRP12_2	Cytoplasm	 pEE1Ev3_G2_SOS ; pEE1Ev3 + G2_SOS	2.600000E+00						
vRP12_3	Cytoplasm	 pEE1E1_G2_SOS ; pEE1E1 + G2_SOS	2.600000E+00						
vRP12_4	Cytoplasm	 pEE1EE1_G2_SOS ; pEE1EE1 + G2_SOS	2.600000E+00						
vRP12_5	Cytoplasm	 pEE1E3_G2_SOS ; pEE1E3 + G2_SOS	2.600000E+00						
vRP12_6	Cytoplasm	 pEE1HE3_G2_SOS ; pEE1HE3 + G2_SOS	2.600000E+00						
vRP12_7	Cytoplasm	 pEE1E4_G2_SOS ; pEE1E4 + G2_SOS	2.600000E+00						
vRP12_8	Cytoplasm	 pEE1HE4_G2_SOS ; pEE1HE4 + G2_SOS	2.600000E+00						
vRP12_9	Cytoplasm	 pE2HE3_G2_SOS ; pE2HE3 + G2_SOS	2.600000E+00						
vRP12_10	Cytoplasm	 pHE3Ev3_G2_SOS ; pHE3Ev3 + G2_SOS	2.600000E+00						
vRP12_11	Cytoplasm	 pE1HE3_G2_SOS ; pE1HE3 + G2_SOS	2.600000E+00						
vRP12_12	Cytoplasm	 pHE3E4_G2_SOS ; pHE3E4 + G2_SOS	2.600000E+00						
vRP12_13	Cytoplasm	 pHE3HE4_G2_SOS ; pHE3HE4 + G2_SOS	2.600000E+00						
vRP12_14	Cytoplasm	 pE2HE4_G2_SOS ; pE2HE4 + G2_SOS	2.600000E+00						
vRP12_15	Cytoplasm	 pHE4Ev3_G2_SOS ; pHE4Ev3 + G2_SOS	2.600000E+00						
vRP12_16	Cytoplasm	 pE1HE4_G2_SOS ; pE1HE4 + G2_SOS	2.600000E+00						
vRP12_17	Cytoplasm	 pE3HE4_G2_SOS ; pE3HE4 + G2_SOS	2.600000E+00						
vRP12_18	Cytoplasm	 pHE4E4_G2_SOS ; pHE4E4 + G2_SOS	2.600000E+00						
vRP12_19	Cytoplasm	 pHE4HE4_G2_SOS ; pHE4HE4 + G2_SOS	2.600000E+00						
vRP12_20	Cytoplasm	 pHGF_Met_Met_G2_SOS ; pHGF_Met_Met + G2_SOS	2.600000E+00						
vRP12_21	Cytoplasm	 pHGF_Met_HGF_Met_G2_SOS ; pHGF_Met_HGF_Met + G2_SOS	2.600000E+00						
vRP12_22	Cytoplasm	 pPPrPPr_G2_SOS ; pPPrPPr + G2_SOS	2.600000E+00						
vRP12_23	Cytoplasm	 pPPrPr_G2_SOS ; pPPrPr + G2_SOS	2.600000E+00						
vRP12_24	Cytoplasm	 pFFrFFr_G2_SOS ; pFFrFFr + G2_SOS	2.600000E+00						
vRP12_25	Cytoplasm	 pFFrFr_G2_SOS ; pFFrFr + G2_SOS	2.600000E+00						
vRP12_26	Cytoplasm	 pIIrIr_IRS_G2_SOS ; pIIrIr_IRS + G2_SOS	2.600000E+00						
vRP12_27	Cytoplasm	 pINS_Isr_Isr_IRS_G2_SOS ; pINS_Isr_Isr_IRS + G2_SOS	2.600000E+00						
vRP12_28	Cytoplasm	 pIIrIrI_IRS_G2_SOS ; pIIrIrI_IRS + G2_SOS	2.600000E+00						
vRP12_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_G2_SOS ; pINS_Isr_Isr_INS_IRS + G2_SOS	2.600000E+00						
vRP13_1	Cytoplasm	 pEE1E2 + PLCg ; pEE1E2_PLCg	4.000000E-03						
vRP13_2	Cytoplasm	 pEE1Ev3 + PLCg ; pEE1Ev3_PLCg	4.000000E-03						
vRP13_3	Cytoplasm	 pEE1E1 + PLCg ; pEE1E1_PLCg	4.000000E-03						
vRP13_4	Cytoplasm	 pEE1EE1 + PLCg ; pEE1EE1_PLCg	4.000000E-03						
vRP13_5	Cytoplasm	 pEE1E3 + PLCg ; pEE1E3_PLCg	3.000000E-03						
vRP13_6	Cytoplasm	 pEE1HE3 + PLCg ; pEE1HE3_PLCg	3.000000E-03						
vRP13_7	Cytoplasm	 pEE1E4 + PLCg ; pEE1E4_PLCg	3.000000E-03						
vRP13_8	Cytoplasm	 pEE1HE4 + PLCg ; pEE1HE4_PLCg	3.000000E-03						
vRP13_9	Cytoplasm	 pE2HE3 + PLCg ; pE2HE3_PLCg	3.000000E-03						
vRP13_10	Cytoplasm	 pHE3Ev3 + PLCg ; pHE3Ev3_PLCg	3.000000E-03						
vRP13_11	Cytoplasm	 pE1HE3 + PLCg ; pE1HE3_PLCg	3.000000E-03						
vRP13_12	Cytoplasm	 pHE3E4 + PLCg ; pHE3E4_PLCg	2.000000E-03						
vRP13_13	Cytoplasm	 pHE3HE4 + PLCg ; pHE3HE4_PLCg	2.000000E-03						
vRP13_14	Cytoplasm	 pE2HE4 + PLCg ; pE2HE4_PLCg	3.000000E-03						
vRP13_15	Cytoplasm	 pHE4Ev3 + PLCg ; pHE4Ev3_PLCg	3.000000E-03						
vRP13_16	Cytoplasm	 pE1HE4 + PLCg ; pE1HE4_PLCg	3.000000E-03						
vRP13_17	Cytoplasm	 pE3HE4 + PLCg ; pE3HE4_PLCg	2.000000E-03						
vRP13_18	Cytoplasm	 pHE4E4 + PLCg ; pHE4E4_PLCg	2.000000E-03						
vRP13_19	Cytoplasm	 pHE4HE4 + PLCg ; pHE4HE4_PLCg	2.000000E-03						
vRP13_20	Cytoplasm	 pHGF_Met_Met + PLCg ; pHGF_Met_Met_PLCg	4.000000E-03						
vRP13_21	Cytoplasm	 pHGF_Met_HGF_Met + PLCg ; pHGF_Met_HGF_Met_PLCg	4.000000E-03						
vRP13_22	Cytoplasm	 pPPrPPr + PLCg ; pPPrPPr_PLCg	5.000000E-03						
vRP13_23	Cytoplasm	 pPPrPr + PLCg ; pPPrPr_PLCg	5.000000E-03						
vRP13_24	Cytoplasm	 pFFrFFr + PLCg ; pFFrFFr_PLCg	2.000000E-03						
vRP13_25	Cytoplasm	 pFFrFr + PLCg ; pFFrFr_PLCg	6.000000E-03						
vRP13_26	Cytoplasm	 pIIrIr_IRS + PLCg ; pIIrIr_IRS_PLCg	1.500000E-03						
vRP13_27	Cytoplasm	 pINS_Isr_Isr_IRS + PLCg ; pINS_Isr_Isr_IRS_PLCg	3.500000E-03						
vRP13_28	Cytoplasm	 pIIrIrI_IRS + PLCg ; pIIrIrI_IRS_PLCg	1.500000E-03						
vRP13_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS + PLCg ; pINS_Isr_Isr_INS_IRS_PLCg	3.500000E-03						
vRP14_1	Cytoplasm	 pEE1E2_PLCg ; pEE1E2 + PLCg	5.100000E-01						
vRP14_2	Cytoplasm	 pEE1Ev3_PLCg ; pEE1Ev3 + PLCg	5.100000E-01						
vRP14_3	Cytoplasm	 pEE1E1_PLCg ; pEE1E1 + PLCg	5.100000E-01						
vRP14_4	Cytoplasm	 pEE1EE1_PLCg ; pEE1EE1 + PLCg	5.100000E-01						
vRP14_5	Cytoplasm	 pEE1E3_PLCg ; pEE1E3 + PLCg	5.100000E-01						
vRP14_6	Cytoplasm	 pEE1HE3_PLCg ; pEE1HE3 + PLCg	5.100000E-01						
vRP14_7	Cytoplasm	 pEE1E4_PLCg ; pEE1E4 + PLCg	5.100000E-01						
vRP14_8	Cytoplasm	 pEE1HE4_PLCg ; pEE1HE4 + PLCg	5.100000E-01						
vRP14_9	Cytoplasm	 pE2HE3_PLCg ; pE2HE3 + PLCg	5.100000E-01						
vRP14_10	Cytoplasm	 pHE3Ev3_PLCg ; pHE3Ev3 + PLCg	5.100000E-01						
vRP14_11	Cytoplasm	 pE1HE3_PLCg ; pE1HE3 + PLCg	5.100000E-01						
vRP14_12	Cytoplasm	 pHE3E4_PLCg ; pHE3E4 + PLCg	5.100000E-01						
vRP14_13	Cytoplasm	 pHE3HE4_PLCg ; pHE3HE4 + PLCg	5.100000E-01						
vRP14_14	Cytoplasm	 pE2HE4_PLCg ; pE2HE4 + PLCg	5.100000E-01						
vRP14_15	Cytoplasm	 pHE4Ev3_PLCg ; pHE4Ev3 + PLCg	5.100000E-01						
vRP14_16	Cytoplasm	 pE1HE4_PLCg ; pE1HE4 + PLCg	5.100000E-01						
vRP14_17	Cytoplasm	 pE3HE4_PLCg ; pE3HE4 + PLCg	5.100000E-01						
vRP14_18	Cytoplasm	 pHE4E4_PLCg ; pHE4E4 + PLCg	5.100000E-01						
vRP14_19	Cytoplasm	 pHE4HE4_PLCg ; pHE4HE4 + PLCg	5.100000E-01						
vRP14_20	Cytoplasm	 pHGF_Met_Met_PLCg ; pHGF_Met_Met + PLCg	5.100000E-01						
vRP14_21	Cytoplasm	 pHGF_Met_HGF_Met_PLCg ; pHGF_Met_HGF_Met + PLCg	5.100000E-01						
vRP14_22	Cytoplasm	 pPPrPPr_PLCg ; pPPrPPr + PLCg	5.100000E-01						
vRP14_23	Cytoplasm	 pPPrPr_PLCg ; pPPrPr + PLCg	5.100000E-01						
vRP14_24	Cytoplasm	 pFFrFFr_PLCg ; pFFrFFr + PLCg	5.100000E-01						
vRP14_25	Cytoplasm	 pFFrFr_PLCg ; pFFrFr + PLCg	5.100000E-01						
vRP14_26	Cytoplasm	 pIIrIr_IRS_PLCg ; pIIrIr_IRS + PLCg	5.100000E-01						
vRP14_27	Cytoplasm	 pINS_Isr_Isr_IRS_PLCg ; pINS_Isr_Isr_IRS + PLCg	5.100000E-01						
vRP14_28	Cytoplasm	 pIIrIrI_IRS_PLCg ; pIIrIrI_IRS + PLCg	5.100000E-01						
vRP14_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PLCg ; pINS_Isr_Isr_INS_IRS + PLCg	5.100000E-01						
vRP15_1	Cytoplasm	 pEE1E2 + PI3K1 ; pEE1E2_PI3K1	4.000000E-03						
vRP15_2	Cytoplasm	 pEE1Ev3 + PI3K1 ; pEE1Ev3_PI3K1	2.000000E-03						
vRP15_3	Cytoplasm	 pEE1E1 + PI3K1 ; pEE1E1_PI3K1	2.000000E-03						
vRP15_4	Cytoplasm	 pEE1EE1 + PI3K1 ; pEE1EE1_PI3K1	2.000000E-03						
vRP15_5	Cytoplasm	 pEE1E3 + PI3K1 ; pEE1E3_PI3K1	1.000000E-02						
vRP15_6	Cytoplasm	 pEE1HE3 + PI3K1 ; pEE1HE3_PI3K1	1.000000E-02						
vRP15_7	Cytoplasm	 pEE1E4 + PI3K1 ; pEE1E4_PI3K1	4.000000E-03						
vRP15_8	Cytoplasm	 pEE1HE4 + PI3K1 ; pEE1HE4_PI3K1	4.000000E-03						
vRP15_9	Cytoplasm	 pE2HE3 + PI3K1 ; pE2HE3_PI3K1	1.200000E-02						
vRP15_10	Cytoplasm	 pHE3Ev3 + PI3K1 ; pHE3Ev3_PI3K1	1.000000E-02						
vRP15_11	Cytoplasm	 pE1HE3 + PI3K1 ; pE1HE3_PI3K1	1.000000E-02						
vRP15_12	Cytoplasm	 pHE3E4 + PI3K1 ; pHE3E4_PI3K1	1.200000E-02						
vRP15_13	Cytoplasm	 pHE3HE4 + PI3K1 ; pHE3HE4_PI3K1	1.200000E-02						
vRP15_14	Cytoplasm	 pE2HE4 + PI3K1 ; pE2HE4_PI3K1	6.000000E-03						
vRP15_15	Cytoplasm	 pHE4Ev3 + PI3K1 ; pHE4Ev3_PI3K1	4.000000E-03						
vRP15_16	Cytoplasm	 pE1HE4 + PI3K1 ; pE1HE4_PI3K1	4.000000E-03						
vRP15_17	Cytoplasm	 pE3HE4 + PI3K1 ; pE3HE4_PI3K1	1.200000E-02						
vRP15_18	Cytoplasm	 pHE4E4 + PI3K1 ; pHE4E4_PI3K1	6.000000E-03						
vRP15_19	Cytoplasm	 pHE4HE4 + PI3K1 ; pHE4HE4_PI3K1	6.000000E-03						
vRP15_20	Cytoplasm	 pHGF_Met_Met + PI3K1 ; pHGF_Met_Met_PI3K1	6.000000E-03						
vRP15_21	Cytoplasm	 pHGF_Met_HGF_Met + PI3K1 ; pHGF_Met_HGF_Met_PI3K1	6.000000E-03						
vRP15_22	Cytoplasm	 pPPrPPr + PI3K1 ; pPPrPPr_PI3K1	6.000000E-03						
vRP15_23	Cytoplasm	 pPPrPr + PI3K1 ; pPPrPr_PI3K1	6.000000E-03						
vRP15_24	Cytoplasm	 pFFrFFr + PI3K1 ; pFFrFFr_PI3K1	1.400000E-02						
vRP15_25	Cytoplasm	 pFFrFr + PI3K1 ; pFFrFr_PI3K1	1.600000E-02						
vRP15_26	Cytoplasm	 pIIrIr_IRS + PI3K1 ; pIIrIr_IRS_PI3K1	1.050000E-02						
vRP15_27	Cytoplasm	 pINS_Isr_Isr_IRS + PI3K1 ; pINS_Isr_Isr_IRS_PI3K1	1.450000E-02						
vRP15_28	Cytoplasm	 pIIrIrI_IRS + PI3K1 ; pIIrIrI_IRS_PI3K1	1.050000E-02						
vRP15_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS + PI3K1 ; pINS_Isr_Isr_INS_IRS_PI3K1	1.450000E-02						
vRP16_1	Cytoplasm	 pEE1E2_PI3K1 ; pEE1E2 + PI3K1	7.000000E-02						
vRP16_2	Cytoplasm	 pEE1Ev3_PI3K1 ; pEE1Ev3 + PI3K1	7.000000E-02						
vRP16_3	Cytoplasm	 pEE1E1_PI3K1 ; pEE1E1 + PI3K1	7.000000E-02						
